Name	Biocrates ID	ChEBI ID	KEGG ID	PUBCHEM ID	Compartment	MODEL ID
Tyramine O-Sulfate				153005	e	tymsf[e]
Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)					e	Tyr_ggn[e]
Uridine Diphosphate		17659	C00015	6031	e	udp[e]
Uridine-5'-Monophosphate		CHEBI:16695	C00105	6030	e	ump[e]
Urate		17775	C00366	1175	e	urate[e]
Uridine-5'-TrIphosphate		15713	C00075	6133	e	utp[e]
Vaccenic Acid		50464	C08367	5282761	e	vacc[e]
Vitamin D2		28934	C05441	5280793	e	vitd2[e]
Calciol		283119	C05443	10883523	e	vitd3[e]
Omega Hydroxy Dodecanoate (N-C12:0)		39567	C08317	79034	e	whddca[e]
Omega Hydroxy Hexadecanoate (N-C16:0)		55329		7058075	e	whhdca[e]
W Hydroxy Testosterone				16395893	e	whtststerone[e]
Omega Hydroxy Tetradecanoate (N-C14:0)					e	whttdca[e]
Cholesterol Ester					e	xolest_hs[e]
Cholesterol Ester					e	xolest2_hs[e]
(24S)-7Alpha,24-Dihydroxycholesterol				11954196	e	xoltri24[e]
7Alpha,25-Dihydroxycholesterol				11954197	e	xoltri25[e]
7Alpha,27-Dihydroxycholesterol		18431	C06341	440985	e	xoltri27[e]
Xylitol		1305691	C00379	6912	e	xylt[e]
(+)-Gama-Tocopherol				92729	e	yvite[e]
F1Alpha					g	f1a[g]
F1Alpha					l	f1a[l]
L-Fucose 1-Phosphate		CHEBI:28319	C02985	439871	c	fuc1p_L[c]
Guanosine-5'-Diphosphate-L-Fucose		CHEBI:17009	C00325	439211	c	gdpfuc[c]
Guanosine-5'-Diphosphate		17552	C00035	8977	g	gdp[g]
Guanosine-5'-Diphosphate-L-Fucose		CHEBI:17009	C00325	439211	g	gdpfuc[g]
((N-Acetyl-D-Glucosaminyl)2-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein)			G00015		g	n2m2masn[g]
N4-{N-Acetyl-Beta-D-Glucosaminyl-(1,2)-Alpha-D-Mannosyl-(1,3)-[N-Acetyl-Beta-D-Glucosaminyl-(1,2)-Alpha-D-Mannosyl-(1,6)]-Beta-D-Mannosyl-(1,4)-N-Acetyl-Beta-D-Glucosaminyl-(1,4)-[Alpha-L-Fucosyl-(1,6)]-N-Acetyl-Beta-D-Glucosaminyl}Asparagine		CHEBI:32984	G00016		g	fn2m2masn[g]
Acyl Carrier Protein			C00229		c	ACP[c]
Dodecanoyl-ACP (N-C12:0ACP)			C05223		c	ddcaACP[c]
Dodecanoic Acid		30805	C02679	3893	c	ddca[c]
Tetradecanoic Acid		28875	C06424	11005	c	ttdca[c]
Myristoyl-ACP (N-C14:0ACP)			C05761		c	myrsACP[c]
Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1)					c	tdeACP[c]
9E-Tetradecenoic Acid (N-C14:1)				68344	c	ttdcea[c]
Hexadecanoate (N-C16:0)		15756	C00249	985	c	hdca[c]
Palmitoyl-ACP (N-C16:0ACP)			C05764		c	palmACP[c]
Hexadecenoate (N-C16:1)		28716	C08362	445638	c	hdcea[c]
Cis-Hexadec-9-Enoyl-[Acyl-Carrier Protein] (N-C16:1)					c	hdeACP[c]
Octadecanoate (N-C18:0)		28842	C01530	5281	c	ocdca[c]
Octadecanoyl-ACP (N-C18:0ACP)					c	ocdcaACP[c]
Octadecenoate (N-C18:1)		16196	C00712	445639	c	ocdcea[c]
Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1)					c	octeACP[c]
Linoleate		17351	C01595	5280450	c	lnlc[c]
Linoleic Acid ACP (All Cis)					c	lnlcACP[c]
Linoelaidic Acid (All Trans C18:2)				5282457	c	lneldc[c]
Linoelaidic Acid ACP (All Trans)					c	lneldcACP[c]
Octadecynoyl-ACP (N-C18:2ACP)					c	ocdcyaACP[c]
Octadecadienoate (N-C18:2)					c	ocdcya[c]
Pentadecanoic Acid		CHEBI:42504	C16537	13849	c	ptdca[c]
Pentadecanoyl Coenzyme A					c	ptdcacoa[c]
Margaric Acid		32365		10465	c	hpdca[c]
Heptadecanoyl Coenzyme A				3082004	c	hpdcacoa[c]
Vaccenic Acid		50464	C08367	5282761	c	vacc[c]
Gamma-Linolenate		28661	C06426	5280933	c	lnlncg[c]
Alpha-Linolenate		27432	C06427	5280934	c	lnlnca[c]
Stearidonic Acid C18:4, N-3		32389	C16300	5312508	c	strdnc[c]
Pristanoyl Coenzyme A		CHEBI:64039		25137904	c	pristcoa[c]
Timnodonic Acid C20:5, N-3		28364	C06428	446284	c	tmndnc[c]
Phytanate		16285	C01607	26840	c	phyt[c]
Phytanoyl Coenzyme A		CHEBI:15538	C02060	439640	c	phytcoa[c]
Lignocerate		28866	C08320	11197	c	lgnc[c]
Nervonic Acid		44247	C08323	5281120	c	nrvnc[c]
9Z,12Z,15Z,18Z-Tetracosatetraenoic Acid				152972	c	tettet6[c]
6Z,9Z,12Z,15Z,18Z-Tetracosapentaenoic Acid				14505435	c	tetpent6[c]
9Z,12Z,15Z,18Z,21Z-Tetracosapentaenoic Acid				52921801	c	tetpent3[c]
6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic Acid				53481586	c	tethex3[c]
Cerotic Acid		31009		10469	c	hexc[c]
Octanoyl Coenzyme A (N-C8:0 Coenzyme A)		15533	C01944	380	c	occoa[c]
Octanoate (N-C8:0)		28837	C06423	379	c	octa[c]
Malonyl Coenzyme A		15531	C00083	10663	c	malcoa[c]
Omega Hydroxy Dodecanoate (N-C12:0)		39567	C08317	79034	c	whddca[c]
Omega Hydroxy Tetradecanoate (N-C14:0)					c	whttdca[c]
Omega Hydroxy Hexadecanoate (N-C16:0)		55329		7058075	c	whhdca[c]
Formaldehyde		16842	C00067	712	c	fald[c]
S-Formylglutathionate		CHEBI:16225	C01031	189122	c	Sfglutth[c]
Formaldehyde		16842	C00067	712	l	fald[l]
Myristoyl Coenzyme A		15532	C02593	65113	m	tdcoa[m]
Pentadecanoyl Coenzyme A					m	ptdcacoa[m]
Octanoyl Coenzyme A (N-C8:0 Coenzyme A)		15533	C01944	380	m	occoa[m]
Heptadecanoyl Coenzyme A				3082004	m	hpdcacoa[m]
Stearoyl Coenzyme A (N-C18:0 Coenzyme A)		15541	C00412	439229	x	stcoa[x]
11-Octadecenoyl Coenzyme A					m	octd11ecoa[m]
Linoleic Coenzyme A		15530	C02050	5462164	m	lnlccoa[m]
(6Z,9Z)-Octadecadienoyl Coenzyme A					m	lneldccoa[m]
Alpha-Linolenoyl Coenzyme A		CHEBI:51985	C16162  	53477815	m	lnlncacoa[m]
Gamma-Linolenoyl Coenzyme A		15508	C03035	11966132	m	lnlncgcoa[m]
Gamma-Linolenoyl Coenzyme A		15508	C03035	11966132	x	lnlncgcoa[x]
Stearidonoyl Coenzyme A		CHEBI:63545	C16163	23724640	m	strdnccoa[m]
Stearidonoyl Coenzyme A		CHEBI:63545	C16163	23724640	x	strdnccoa[x]
Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A			C16165	52922050	m	tmndnccoa[m]
Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A			C16165	52922050	x	tmndnccoa[x]
Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A)		15534	C00510	5280355	x	odecoa[x]
Cis-15-Tetracosenoyl Coenzyme A			C16532	24892792	x	nrvnccoa[x]
(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A		CHEBI:63548	C16171	53477846	x	tettet6coa[x]
(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A		CHEBI:63543	C16167	23724644	x	tetpent3coa[x]
Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A		CHEBI:63546	C16172	23724649	x	tetpent6coa[x]
Tetracosa-6,9,12,15,18,21-All-Cis-Hexaenoyl Coenzyme A			C16168	53477806	x	tethex3coa[x]
Hexacosanoyl Coenzyme A				25246198	x	hexccoa[x]
Decanoyl Coenzyme A (N-C10:0 Coenzyme A)		28493	C05274	440615	c	dcacoa[c]
Lauroyl Coenzyme A		15521	C01832	165436	c	ddcacoa[c]
D-Xylulose 1-Phosphate				14844436	c	xu1p_D[c]
Glycolaldehyde		17071	C00266	756	c	gcald[c]
D-Glyceraldehyde		5445	C02154	751	c	glyald[c]
D-Tagatose 1-Phosphate				6101730	c	tag1p_D[c]
D-Fructose 6-Phosphate		CHEBI:15946	C00085	69507	c	f6p[c]
Beta-D-Fructofuranose 2,6-Bisphosphate		CHEBI:28602	C00665	105021	c	f26bp[c]
Iron (Fe2+)		29033	C14818	27284	m	fe2[m]
Protoheme		CHEBI:17627	C00032		m	pheme[m]
Protoporphyrin		CHEBI:15430	C02191		m	ppp9[m]
Formyl Coenzyme A		15522	C00798	439313	c	formcoa[c]
Iron (Fe2+)		29033	C14818	27284	e	fe2[e]
Iron (Fe2+)		29033	C14818	27284	c	fe2[c]
Iron (Fe3+)		CHEBI:29034	C14819	29936	e	fe3[e]
L-Fucose		2181	C01019	17106	c	fuc_L[c]
N-Formyl-L-Kynurenine		CHEBI:30249	C02700	910	c	Lfmkynr[c]
L-Kynurenine	Kynurenine	16946	C00328	161166	c	Lkynr[c]
Folate		27470	C00504	6037	c	fol[c]
Folate		27470	C00504	6037	e	fol[e]
Formyl Coenzyme A		15522	C00798	439313	x	formcoa[x]
Formate		30751	C00058	284	m	for[m]
Formate		30751	C00058	284	r	for[r]
Formate		30751	C00058	284	n	for[n]
Pentaglutamyl Folate (Dhf)				73374	m	5dhf[m]
5,6,7,8-Tetrahydrofolate		20506	C00101	91443	m	thf[m]
Farnesyl Diphosphate		17407	C00448	445713	x	frdp[x]
Farnesyl Diphosphate		17407	C00448	445713	r	frdp[r]
D-Fructose		28645	C02336	439709	e	fru[e]
D-Fructose		28645	C02336	439709	c	fru[c]
5,6,7,8-Tetrahydrofolate		20506	C00101	91443	c	thf[c]
Iii3Fuc-Nlc6Cer			G00076		c	fuc13galacglcgal14acglcgalgluside_hs[c]
Iii3Fuc-Nlc6Cer			G00076		g	fuc13galacglcgal14acglcgalgluside_hs[g]
Lea Glycolipid					c	fuc14galacglcgalgluside_hs[c]
Lea Glycolipid					g	fuc14galacglcgalgluside_hs[g]
(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1			G00043		c	fucacgalfucgalacglcgalgluside_hs[c]
(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1			G00043		g	fucacgalfucgalacglcgalgluside_hs[g]
Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer			G00063		c	fucacngal14acglcgalgluside_hs[c]
Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer			G00063		g	fucacngal14acglcgalgluside_hs[g]
Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer					c	fucacngalacglcgalgluside_hs[c]
Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer					g	fucacngalacglcgalgluside_hs[g]
L-Fucose		2181	C01019	17106	l	fuc_L[l]
Keratan Sulfate I					l	ksi[l]
Keratan Sulfate I, Degradation Product 1					l	ksi_deg1[l]
Pa6			G00018		l	s2l2fn2m2masn[l]
De-Fuc Form Of Pa6					l	s2l2n2m2masn[l]
Ley Glycolipid					c	fucfuc12gal14acglcgalgluside_hs[c]
Ley Glycolipid					g	fucfuc12gal14acglcgalgluside_hs[g]
V3Fuc,Iii3Fuc-Nlc6Cer					c	fucfuc132galacglcgal14acglcgalgluside_hs[c]
V3Fuc,Iii3Fuc-Nlc6Cer					g	fucfuc132galacglcgal14acglcgalgluside_hs[g]
(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1					c	fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c]
(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1					g	fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]
(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1					c	fucfucfucgalacglcgal14acglcgalgluside_hs[c]
(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1					g	fucfucfucgalacglcgal14acglcgalgluside_hs[g]
Leb Glycolipid					c	fucfucgalacglcgalgluside_hs[c]
Leb Glycolipid					g	fucfucgalacglcgalgluside_hs[g]
Lacto-N-Fucopentaosyl Iii Ceramide					c	fucgal14acglcgalgluside_hs[c]
Lacto-N-Fucopentaosyl Iii Ceramide					g	fucgal14acglcgalgluside_hs[g]
(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1					c	fucgalfucgalacglcgalgluside_hs[c]
(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1					g	fucgalfucgalacglcgalgluside_hs[g]
Fucosyl Galactosylgloboside					c	fucgalgbside_hs[c]
Fucosyl Galactosylgloboside					g	fucgalgbside_hs[g]
4-Fumarylacetoacetate		CHEBI:30907	C01061	5280398	c	4fumacac[c]
Fumarate		18012	C00122	444972	m	fum[m]
Sulfate		16189	C00059	1117	m	so4[m]
Sulfate		16189	C00059	1117	c	so4[c]
Thiosulfate		16094	C00320	1084	m	tsul[m]
Thiosulfate		16094	C00320	1084	c	tsul[c]
(Gal)3 (Glc)1 (GlcNac)1 (Cer)1					g	acngalacglcgalgluside_hs[g]
(Gal)4 (Glc)1 (GlcNac)3 (LFuc)1 (Cer)1					g	fucgalacglc13galacglcgal14acglcgalgluside_hs[g]
(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1					g	fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]
Alpha-N-Acetylneuraminyl-2,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-D-Glucosylceramide		CHEBI:36528	C04936		g	acngal14acglcgalgluside_hs[g]
(Gal)3 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1					g	fucfucgalacglcgal14acglcgalgluside_hs[g]
V3Fuc-Nlc6Cer			G00089		g	fuc132galacglcgal14acglcgalgluside_hs[g]
(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog					c	m2mpdol_L[c]
(Alpha-D-Mannosyl)3-Beta-D-Mannosyl-Diacetylchitodiphosphodolichol, Human Liver Homolog					c	m3mpdol_L[c]
(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog					c	m2mpdol_U[c]
(Alpha-D-Mannosyl)3-Beta-D-Mannosyl-Diacetylchitodiphosphodolichol, Human Uterine Homolog					c	m3mpdol_U[c]
(Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog		CHEBI:37633	C05864		c	m4mpdol_L[c]
(Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog					c	m4mpdol_U[c]
Alpha-D-Mannosyl-Beta-D-Mannosyl-Diacylchitobiosyldiphosphodolichol, Human Liver Homolog		CHEBI:28067	C05861		c	m1mpdol_L[c]
Alpha-D-Mannosyl-Beta-D-Mannosyl-Diacylchitobiosyldiphosphodolichol, Human Uterine Homolog					c	m1mpdol_U[c]
Keratan Sulfate I Biosynthesis, Precursor 14					g	ksi_pre14[g]
Keratan Sulfate I Biosynthesis, Precursor 17					g	ksi_pre17[g]
Keratan Sulfate I Biosynthesis, Precursor 20					g	ksi_pre20[g]
Keratan Sulfate I Biosynthesis, Precursor 23					g	ksi_pre23[g]
Keratan Sulfate I Biosynthesis, Precursor 26					g	ksi_pre26[g]
Keratan Sulfate I Biosynthesis, Precursor 29					g	ksi_pre29[g]
Keratan Sulfate I Biosynthesis, Precursor 32					g	ksi_pre32[g]
Keratan Sulfate I Biosynthesis, Precursor 35					g	ksi_pre35[g]
Keratan Sulfate I Biosynthesis, Precursor 36					g	ksi_pre36[g]
Keratan Sulfate Ii Biosynthesis, Precursor 1					g	ksii_core4_pre1[g]
Keratan Sulfate Ii Biosynthesis, Precursor 6					g	ksii_core4_pre6[g]
Keratan Sulfate Ii Biosynthesis, Precursor 9					g	ksii_core4_pre9[g]
Keratan Sulfate Ii Biosynthesis, Precursor 10					g	ksii_core4_pre10[g]
Keratan Sulfate Ii Biosynthesis, Precursor 1					g	ksii_core2_pre1[g]
Keratan Sulfate Ii Biosynthesis, Precursor 6					g	ksii_core2_pre6[g]
Keratan Sulfate Ii Biosynthesis, Precursor 9					g	ksii_core2_pre9[g]
Keratan Sulfate Ii Biosynthesis, Precursor 10					g	ksii_core2_pre10[g]
Keratan Sulfate I Biosynthesis, Precursor 5					g	ksi_pre5[g]
Keratan Sulfate I Biosynthesis, Precursor 8					g	ksi_pre8[g]
Keratan Sulfate I Biosynthesis, Precursor 11					g	ksi_pre11[g]
{[Galactosyl-(1,4)-N-Acetyl-Glucosaminyl-(1,2)-Mannosyl-(1,3)-],[N-Acetyl-Glucosaminyl-(1,2)-Mannosyl-(1,6)-]Mannosyl-(1,4)-N-Acetyl-Glucosaminyl-(1,4)-[Fucosyl-(1,6)]-N-Acetyl-Glucosaminyl}Asparagine			G00017		g	l2fn2m2masn[g]
Glucosyl-(Alpha-D-Mannosyl)6-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine (Protein)					r	g1m6masnB1[r]
Glucosyl-(Alpha-D-Mannosyl)7-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine, Isoform B (Protein)					r	g1m7masnB[r]
Glucosyl-(Alpha-D-Mannosyl)7-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine, Isoform C (Protein)					r	g1m7masnC[r]
(Alpha-D-Glucosyl)-(Alpha-D-Mannosyl)8-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine (Protein)					r	g1m8masn[r]
(Alpha-D-Glucosyl)2-(Alpha-D-Mannosyl)8-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine (Protein)					r	g2m8masn[r]
Glycerol 3-Phosphate		CHEBI:15978	C00093	439162	c	glyc3p[c]
L-Glutamate 5-Semialdehyde		CHEBI:17232	C01165	193305	m	glu5sa[m]
1-Pyrroline-5-Carboxylate		CHEBI:371	C03912	1196	m	1pyr5c[m]
L-Glutamate 5-Phosphate		CHEBI:17798	C03287	193475	m	glu5p[m]
6-Phospho-D-Glucono-1,5-Lactone		CHEBI:16938	C01236	439452	r	6pgl[r]
D-Glucose 6-Phosphate		CHEBI:4170	C00092	5958	c	g6p[c]
Guanidinoacetic Acid		16344	C00581	763	c	gudac[c]
Glucosaminyl-Acylphosphatidylinositol					c	gacpail_hs[c]
Glucosaminyl-Acylphosphatidylinositol					r	gacpail_hs[r]
3'-Phosphoadenylyl Sulfate		17980	C00053	10214	g	paps[g]
Adenosine 3,5-Bismonophosphate		17985	C00054	159296	g	pap[g]
Sulfatide Galactocerebroside					g	sgalside_hs[g]
D-Galactosyl-N-Acylsphingosine		CHEBI:12947	C02686		g	galside_hs[g]
Gal-GlcNac-Gal Globoside					c	galacglcgalgbside_hs[c]
D-Galactose		28061	C00984	439357	l	gal[l]
Keratan Sulfate I, Degradation Product 26					l	ksi_deg26[l]
Keratan Sulfate I, Degradation Product 27					l	ksi_deg27[l]
Keratan Sulfate I, Degradation Product 29					l	ksi_deg29[l]
Keratan Sulfate I, Degradation Product 30					l	ksi_deg30[l]
Keratan Sulfate I, Degradation Product 32					l	ksi_deg32[l]
Keratan Sulfate I, Degradation Product 33					l	ksi_deg33[l]
Keratan Sulfate I, Degradation Product 35					l	ksi_deg35[l]
Keratan Sulfate I, Degradation Product 36					l	ksi_deg36[l]
Keratan Sulfate I, Degradation Product 38					l	ksi_deg38[l]
Keratan Sulfate I, Degradation Product 39					l	ksi_deg39[l]
Keratan Sulfate I, Degradation Product 40					l	ksi_deg40[l]
Keratan Sulfate I, Degradation Product 41					l	ksi_deg41[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 2					l	ksii_core2_deg2[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 3					l	ksii_core2_deg3[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 5					l	ksii_core2_deg5[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 6					l	ksii_core2_deg6[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 8					l	ksii_core2_deg8[l]
Keratan Sulfate Ii (Core 2-Linked), Degradation Product 9					l	ksii_core2_deg9[l]
Core 6					l	core6[l]
De-Fuc, Reducing GlcNac Removed, De-Sia Form Of Pa6 (W/O Peptide Linkage)					l	l2n2m2mn[l]
Keratan Sulfate Ii (Core 4-Linked), Degradation Product 2					l	ksii_core4_deg2[l]
Keratan Sulfate Ii (Core 4-Linked), Degradation Product 3					l	ksii_core4_deg3[l]
Keratan Sulfate I, Degradation Product 5					l	ksi_deg5[l]
Keratan Sulfate I, Degradation Product 6					l	ksi_deg6[l]
Keratan Sulfate I, Degradation Product 8					l	ksi_deg8[l]
Keratan Sulfate I, Degradation Product 9					l	ksi_deg9[l]
Keratan Sulfate I, Degradation Product 11					l	ksi_deg11[l]
Keratan Sulfate I, Degradation Product 12					l	ksi_deg12[l]
Keratan Sulfate I, Degradation Product 14					l	ksi_deg14[l]
Keratan Sulfate I, Degradation Product 15					l	ksi_deg15[l]
Keratan Sulfate I, Degradation Product 17					l	ksi_deg17[l]
Keratan Sulfate I, Degradation Product 18					l	ksi_deg18[l]
Keratan Sulfate I, Degradation Product 20					l	ksi_deg20[l]
Keratan Sulfate I, Degradation Product 21					l	ksi_deg21[l]
Keratan Sulfate I, Degradation Product 23					l	ksi_deg23[l]
Keratan Sulfate I, Degradation Product 24					l	ksi_deg24[l]
(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1					c	galfuc12gal14acglcgalgluside_hs[c]
(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1					c	galfucgalacglcgal14acglcgalgluside_hs[c]
(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1					c	galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c]
Gal-Gal-Gal-Gal-Gal-Glc-Cer					c	galgalgalthcrm_hs[c]
Galactosyl Glucosyl Ceramide					l	galgluside_hs[l]
Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide		CHEBI:15681	C04730		g	gm3_hs[g]
Gd3		CHEBI:28424	C06133		g	gd3_hs[g]
Gt3		CHEBI:28541	C06299		g	gt3_hs[g]
Chondroitin Sulfate/Heparan Sulfate Linkage Region (Glca-(Gal)2-Xyl-L-Ser (Protein))					g	cs_hs_linkage[g]
Chondroitin Sulfate Precursor (GalNac-Glca-(Gal)2-Xyl-L-Ser (Protein))					g	cs_pre[g]
Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 2					g	cs_a_b_pre2[g]
Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 3					g	cs_a_b_pre3[g]
Chondroitin Sulfate C (GalNac6S-Glca), Precursor 2					g	cs_c_pre2[g]
Chondroitin Sulfate C (GalNac6S-Glca), Precursor 3					g	cs_c_pre3[g]
Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 3					g	cs_d_pre3[g]
Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 4					g	cs_d_pre4[g]
Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 3					g	cs_e_pre3[g]
Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 4					g	cs_e_pre4[g]
Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)					g	Ser_Thr[g]
D-Galactose		28061	C00984	439357	c	gal[c]
Galactitol		16813	C01697	11850	c	galt[c]
D-Galactosyl-N-Acylsphingosine		CHEBI:12947	C02686		c	galside_hs[c]
D-Galactose		28061	C00984	439357	e	gal[e]
Gal-Xyl-L-Ser (Protein)			G00155		g	lxser[g]
(Gal)2-Xyl-L-Ser (Protein)			C04825		g	l2xser[g]
Xyl-L-Ser (Protein)			C02399		g	xser[g]
D-Glucosamine		5417	C00329	439213	e	gam[e]
D-Glucosamine		5417	C00329	439213	c	gam[c]
Maltose		47937	C00208	10991489	e	malt[e]
9-O-Acetylated Gd3					c	oagd3_hs[c]
Gd3		CHEBI:28424	C06133		c	gd3_hs[c]
9-O-Acetylated Gd3					g	oagd3_hs[g]
9-O-Acetylated Gt3					c	oagt3_hs[c]
Gt3		CHEBI:28541	C06299		c	gt3_hs[c]
9-O-Acetylated Gt3					g	oagt3_hs[g]
N1-(5-Phospho-D-Ribosyl)Glycinamide		CHEBI:18349	C03838	160913	c	gar[c]
N2-Formyl-N1-(5-Phospho-D-Ribosyl)Glycinamide		CHEBI:18272	C04376	130805	c	fgam[c]
N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,3-(N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,6)-(N-Acetyl-Beta-D-Glucosaminyl-1,4)-Beta-D-Mannosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-R			G00019		l	n2m2nmasn[l]
D-Glucose	H1	4167	C00031	5793	l	glc_D[l]
D-Glucosyl-N-Acylsphingosine					l	gluside_hs[l]
Globoside		CHEBI:18259	C03272		c	gbside_hs[c]
Globoside		CHEBI:18259	C03272		l	gbside_hs[l]
Glycolaldehyde		17071	C00266	756	m	gcald[m]
Glycolate		17497	C00160	757	m	glyclt[m]
Lipoamide			C00248	863	m	lpam[m]
S-Aminomethyldihydrolipoamide		50622		24906333	m	alpam[m]
5,10-Methylenetetrahydrofolate		CHEBI:1989	C00143	439175	m	mlthf[m]
Dihydrolipoamide		17694	C00579	663	m	dhlam[m]
Lipoylprotein		CHEBI:15804	C02051		m	lpro[m]
S-Aminomethyldihydrolipoylprotein		CHEBI:16882	C01242		m	alpro[m]
Dihydrolipolprotein		CHEBI:16194	C02972		m	dhlpro[m]
Glycocholate	GCA	29746	C01921	23617285	c	gchola[c]
Gd1Beta					c	gd1b2_hs[c]
Gd1Beta					g	gd1b2_hs[g]
Gd1C			G00126		c	gd1c_hs[c]
Gd1C			G00126		g	gd1c_hs[g]
Guanosine-5'-Monophosphate		CHEBI:17345	C00144	6804	g	gmp[g]
Guanosine-5'-Monophosphate		CHEBI:17345	C00144	6804	c	gmp[c]
Guanosine-5'-Diphosphate-4-Dehydro-6-Deoxy-Alpha-D-Mannose		CHEBI:16955	C01222	439446	c	gdpddman[c]
L-Glutamate	Glu	16015	C00025	33032	l	glu_L[l]
5,6,7,8-Tetrahydrofolate		20506	C00101	91443	l	thf[l]
5-Oxoprolinate		18183	C01879	7405	c	5oxpro[c]
Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)					c	Tyr_ggn[c]
Uridine-5'-Diphosphate-Glucose		CHEBI:18066	C00029	53477679	c	udpg[c]
Primed Glycogenin (Glycogenin-8[1,4-Glc])			C01702		c	ggn[c]
Trans,Trans,Cis-Geranylgeranyl Diphosphate				5281909	c	ttc_ggdp[c]
L-Glutamate	Glu	16015	C00025	33032	r	glu_L[r]
Leukotriene C4		16978	C02166	5280493	r	leuktrC4[r]
Leukotriene D4		CHEBI:28666	C05951	6435286	r	leuktrD4[r]
Leukotriene E4		15650	C05952	5280749	c	leuktrE4[c]
Leukotriene F4		CHEBI:27491	C06462	5280938	c	leuktrF4[c]
L-Serine	Ser	17115	C00065	5951	m	ser_L[m]
