,,"PC 16:1_17:1","LMGP01011481; LMGP01011528"
"PC ae C34:3","PC O-34:3","PC O-16:0_18:3","LMGP01020041; LMGP01020042"
,,"PC O-16:1_18:2","LMGP01020257; LMGP01030008;
LMGP01090010; LMGP01030135;
LMGP01090011; LMGP01030145"
,"PC 33:3","PC 13:0_20:3","LMGP01011355; LMGP01011867"
,,"PC 15:0_18:3","LMGP01011416; LMGP01011417;
LMGP01011644; LMGP01011675"
,,"PC 15:1_18:2","LMGP01011444; LMGP01011619"
,,"PC 16:1_17:2","LMGP01011482; LMGP01011558"
"PC ae C36:0","PC O-36:0","PC O-14:0_22:0","LMGP01020023"
,,"PC O-16:0_20:0","LMGP01020051; LMGP01020122"
,,"PC O-18:0_18:0","LMGP01020091"
,"PC 35:0","PC 10:0_25:0","LMGP01010401"
,,"PC 11:0_24:0","LMGP01010421"
,,"PC 12:0_23:0","LMGP01010448"
,,"PC 15:0_20:0","LMGP01011420; LMGP01011788"
,,"PC 16:0_19:0","LMGP01011466; LMGP01011733"
,,"PC 17:0_18:0","LMGP01010709; LMGP01011585"
,,"PC 21:0_14:0","LMGP01011065; LMGP01011375"
,,"PC 22:0_13:0","LMGP01011084; LMGP01011358"
,"PC 36:7","PC 14:1_22:6","LMGP01011408; LMGP01012100"
,,"PC 18:3_18:4","LMGP01011656; LMGP01011685;
LMGP01011714; LMGP01011715"
"PC ae C36:1","PC O-36:1","PC O-16:0_20:1","LMGP01020052; LMGP01030080;
LMGP01020187"
,,"PC O-18:0_18:1","LMGP01020202; LMGP01030057"
,,"PC O-20:0_16:1","LMGP01020222"
,,"PC O-16:1_20:0","LMGP01020258; LMGP01030036"
,"PC 35:1","PC 13:0_22:1","LMGP01011359; LMGP01012005"
,,"PC 14:1_21:0","LMGP01011403; LMGP01011955"
,,"PC 15:0_20:1","LMGP01011421; LMGP01011809"
,,"PC 15:1_20:0","LMGP01011450; LMGP01011789"
,,"PC 16:0_19:1","LMGP01011467; LMGP01011762"
,,"PC 16:1_19:0","LMGP01011486; LMGP01011734"
,,"PC 17:0_18:1","LMGP01010711; LMGP01011600"
,,"PC 17:1_18:0","LMGP01011531; LMGP01011586"
,"PC 36:8","PC 18:4_18:4","LMGP01010961; LMGP01011716;
LMGP01010964"
,"[13C] SM 39:1",,
"PC ae C36:2","PC O-36:2","PC O-16:0_20:2","LMGP01020188"
,,"PC O-18:0_18:2","LMGP01020203; LMGP01030136;
LMGP01030146"
,,"PC O-18:1_18:1","LMGP01020263; LMGP01030013;
LMGP01030130; LMGP01090013"
,,"PC O-16:1_20:1","LMGP01030037; LMGP01090036;
LMGP01030081"
,"PC 35:2","PC 13:0_22:2","LMGP01011360; LMGP01012036"
,,"PC 15:0_20:2","LMGP01011422; LMGP01011839"
,,"PC 15:1_20:1","LMGP01011451; LMGP01011810"
,,"PC 16:1_19:1","LMGP01011487; LMGP01011763"
,,"PC 17:0_18:2","LMGP01011505; LMGP01011621"
,,"PC 17:1_18:1","LMGP01011532; LMGP01011601"
,,"PC 17:2_18:0","LMGP01011561; LMGP01011587"
,"[13C] SM 39:2",,
"PC ae C36:3","PC O-36:3","PC O-16:0_20:3","LMGP01020053"
,,"PC O-18:0_18:3","LMGP01020204; LMGP01020205"
,,"PC O-18:1_18:2","LMGP01020262; LMGP01090014;
LMGP01090015; LMGP01090017;
LMGP01090016; LMGP01030137;
LMGP01020264; LMGP01030058"
,,"PC O-16:1_20:2","LMGP01030038; LMGP01090037"
,"PC 35:3","PC 15:0_20:3","LMGP01011423; LMGP01011870"
,,"PC 15:1_20:2","LMGP01011452; LMGP01011840"
,,"PC 17:0_18:3","LMGP01011506; LMGP01011507;
LMGP01011648; LMGP01011679"
,,"PC 17:1_18:2","LMGP01011533; LMGP01011622"
,,"PC 17:2_18:1","LMGP01011562; LMGP01011602"
"PC ae C36:4","PC O-36:4","PC O-16:0_20:4","LMGP01020054; LMGP01020056;
LMGP01020245"
,,"PC O-16:1_20:3","LMGP01030039; LMGP01090040;
LMGP01090044; LMGP01030129"
,,"PC O-18:0_18:4","LMGP01020206"
,,"PC O-18:1_18:3","LMGP01030059; LMGP01090026;
LMGP01090028; LMGP01030060"
,,"PC O-18:2_18:2","LMGP01020270; LMGP01090022;
LMGP01090023"
,"PC 35:4","PC 13:0_22:4","LMGP01011361; LMGP01012067"
,,"PC 15:0_20:4","LMGP01011424; LMGP01011901"
,,"PC 15:1_20:3","LMGP01011453; LMGP01011871"
,,"PC 17:0_18:4","LMGP01011508; LMGP01011708"
,,"PC 17:1_18:3","LMGP01011534; LMGP01011535;
LMGP01011649; LMGP01011680"
,,"PC 17:2_18:2","LMGP01011563; LMGP01010931;
LMGP01011623"
"PC ae C36:5","PC O-36:5","PC O-16:0_20:5","LMGP01020058"
,,"PC O-16:1_20:4","LMGP01020259; LMGP01030010"
,,"PC O-18:1_18:4","LMGP01030061; LMGP01090032"
,,"PC O-18:2_18:3","LMGP01090024; LMGP01090025;
LMGP01090030; LMGP01090031"
,"PC 35:5","PC 15:0_20:5","LMGP01011425; LMGP01011930"
,,"PC 15:1_20:4","LMGP01011454; LMGP01011902"
,,"PC 17:1_18:4","LMGP01011536; LMGP01011709"
,,"PC 17:2_18:3","LMGP01011564; LMGP01011565;
LMGP01011650; LMGP01011681"
"PC ae C38:0","PC O-38:0","PC O-16:0_22:0","LMGP01020060"
,,"PC O-18:0_20:0","LMGP01020097; LMGP01020226"
,"PC 37:0","PC 15:0_22:0","LMGP01011426; LMGP01011981"
,,"PC 16:0_21:0","LMGP01011470; LMGP01011958"
,,"PC 17:0_20:0","LMGP01011511; LMGP01011791"
,,"PC 18:0_19:0","LMGP01011590; LMGP01010975"
,"PC 38:7","PC 16:1_22:6","LMGP01010696; LMGP01011306;
LMGP01012103"
,,"PC 18:2_20:5","LMGP01011634; LMGP01011938"
,,"PC 18:3_20:4","LMGP01011663; LMGP01011692;
LMGP01011910; LMGP01011911"
,,"PC 18:4_20:3",
"PC ae C38:1","PC O-38:1","PC O-16:0_22:1","LMGP01020190"
,,"PC O-16:1_22:0","LMGP01020260; LMGP01030042"
,,"PC O-18:0_20:1","LMGP01020099; LMGP01020209;
LMGP01030085"
,,"PC O-18:1_20:0","LMGP01020265; LMGP01030064;
LMGP01020227"
,"PC 37:1","PC 15:0_22:1","LMGP01011427; LMGP01012008"
,,"PC 15:1_22:0","LMGP01011457; LMGP01011982"
,,"PC 16:1_21:0","LMGP01011493; LMGP01011959"
,,"PC 17:0_20:1","LMGP01011512; LMGP01011813"
,,"PC 17:1_20:0","LMGP01011539; LMGP01011792"
,,"PC 18:0_19:1","LMGP01011591; LMGP01011767"
,,"PC 18:1_19:0","LMGP01011605; LMGP01011738"
,"PC 38:8","PC 18:3_20:5","LMGP01011664; LMGP01011693;
LMGP01011939; LMGP01011940"
,,"PC 18:4_20:4","LMGP01011723; LMGP01011912"
"PC ae C38:2","PC O-38:2","PC O-16:0_22:2","LMGP01020191"
,,"PC O-18:0_20:2","LMGP01020210"
,,"PC O-18:1_20:1","LMGP01020266; LMGP01030065;
LMGP01030086"
,,"PC O-18:2_20:0","LMGP01020271; LMGP01020228"
,,"PC O-16:1_22:1","LMGP01030043"
,"PC 37:2","PC 15:0_22:2","LMGP01011428; LMGP01012039"
,,"PC 15:1_22:1","LMGP01011458; LMGP01012009"
,,"PC 17:0_20:2","LMGP01011513; LMGP01011843"
,,"PC 17:1_20:1","LMGP01011540; LMGP01011814"
,,"PC 17:2_20:0","LMGP01011569; LMGP01011793"
,,"PC 18:1_19:1","LMGP01011606; LMGP01011768"
,,"PC 18:2_19:0","LMGP01011628; LMGP01011739"
,"PC 38:9","PC 18:4_20:5","LMGP01011724; LMGP01011941"
"PC ae C38:3","PC O-38:3","PC O-18:0_20:3","LMGP01020211"
,,"PC O-16:1_22:2","LMGP01030044"
,,"PC O-18:1_20:2","LMGP01030066"
,,"PC O-18:2_20:1","LMGP01030087"
,,"P O-18:3_20:0","LMGP01020229; LMGP01020230"
,"PC 37:3","PC 15:1_22:2","LMGP01011459; LMGP01012040"
,,"PC 17:0_20:3","LMGP01011514; LMGP01011874"
,,"PC 17:1_20:2","LMGP01011541; LMGP01011844"
,,"PC 17:2_20:1","LMGP01011570; LMGP01011815"
,,"PC 18:2_19:1","LMGP01011629; LMGP01011769"
,,"PC 18:3_19:0","LMGP01011657; LMGP01011686;
LMGP01011740; LMGP01011741"
"PC ae C38:4","PC O-38:4","PC O-16:0_22:4","LMGP01020192"
,,"PC O-18:0_20:4","LMGP01020100; LMGP01020102;
LMGP01020247"
,,"PC O-20:0_18:4","LMGP01020231"
,,"PC O-18:1_20:3","LMGP01030067; LMGP01090041;
LMGP01090045; LMGP01030131"
,,"PC O-18:2_20:2","LMGP01030138; LMGP01090038;
LMGP01090039"
,,"PC O-20:1_18:3","LMGP01030088; LMGP01030089"
,"PC 37:4","PC 15:0_22:4","LMGP01011429; LMGP01012070"
,,"PC 17:0_20:4","LMGP01010003; LMGP01011904"
,,"PC 17:1_20:3","LMGP01011542; LMGP01011875"
,,"PC 17:2_20:2","LMGP01011571; LMGP01011845"
,,"PC 18:3_19:1","LMGP01011658; LMGP01011770;
LMGP01011771"
,,"PC 18:4_19:0","LMGP01011717 LMGP01011742"
"PC ae C38:5","PC O-38:5","PC O-16:0_22:5","LMGP01020066"
,,"PC O-16:1_22:4","LMGP01030045"
,,"PC O-18:0_20:5","LMGP01020104"
,,"PC O-18:1_20:4","LMGP01020157; LMGP01020267;
LMGP01030012"
,,"PC O-18:2_20:3","LMGP01090042; LMGP01090043;
LMGP01090046; LMGP01090047"
,,"PC O-18:4_20:1","LMGP01030090"
,"PC 37:5","PC 15:1_22:4","LMGP01011460; LMGP01012071"
,,"PC 17:0_20:5","LMGP01011515; LMGP01011934"
,,"PC 17:1_20:4","LMGP01011543; LMGP01011905"
,,"PC 17:2_20:3","LMGP01011572; LMGP01011876"
,,"PC 18:4_19:1","LMGP01011718; LMGP01011772"
"PC ae C38:6","PC O-38:6","PC O-16:0_22:6","LMGP01020064"
,,"PC O-18:1_20:5","LMGP01030068"
,,"PC O-18:2_20:5","LMGP01090048; LMGP01090049"
,"PC 37:6","PC 15:0_22:6","LMGP01011430; LMGP01012101"
,,"PC 17:1_20:5","LMGP01011544; LMGP01011935"
,,"PC 17:2_20:4","LMGP01011573; LMGP01011906"
"PC ae C40:1","PC O-40:1","PC O-18:0_22:1","LMGP01020213"
,,"PC O-18:1_22:0","LMGP01020268; LMGP01030070"
,,"PC O-20:0_20:1","LMGP01020235; LMGP01030093"
,"PC 39:1","PC 17:0_22:1","LMGP01011518; LMGP01012012"
,,"PC 17:1_22:0","LMGP01011546; LMGP01011986"
,,"PC 18:1_21:0","LMGP01011610; LMGP01011963"
,,"PC 19:0_20:1","LMGP01011745; LMGP01011822"
,,"PC 19:1_20:0","LMGP01011775; LMGP01011798"
,"PC 40:8","PC 18:2_22:6","LMGP01010947; LMGP01012109"
,,"PC 18:4_22:4","LMGP01011729; LMGP01012082"
,,"PC 20:3_20:5","LMGP01011890; LMGP01011947"
,,"PC 20:4_20:4","LMGP01011047; LMGP01011052"
"PC ae C40:2","PC O-40:2","PC O-18:0_22:2","LMGP01020214"
,,"PC O-18:1_22:1","LMGP01030071"
,,"PC O-18:2_22:0","LMGP01020272"
,,"PC O-20:0_20:2","LMGP01020236"
,,"PC O-20:1_20:1","LMGP01030094"
,"PC 39:2","PC 17:0_22:2","LMGP01011519; LMGP01012043"
,,"PC 17:1_22:1","LMGP01011547; LMGP01012013"
,,"PC 17:2_22:0","LMGP01011576; LMGP01011987"
,,"PC 18:2_21:0","LMGP01011635; LMGP01011964"
,,"PC 19:0_20:2","LMGP01011746; LMGP01011852"
,,"PC 19:1_20:1","LMGP01011776; LMGP01011823"
,"PC 40:9","PC 18:3_22:6","LMGP01011670; LMGP01011699;
LMGP01012110; LMGP01012111"
,,"PC 20:4_20:5","LMGP01011919; LMGP01011948"
,"[13C] SM 43:2",,
"PC ae C40:3","PC O-40:3","PC O-18:1_22:2","LMGP01030072; LMGP01090055"
,,"PC O-18:2_22:1","LMGP01030139; LMGP01090053;
LMGP01090054; LMGP01030147"
,,"PC O-20:0_20:3","LMGP01020237"
,,"PC O-20:1_20:2","LMGP01030095"
,,"PC O-22:0_18:3","LMGP01020249"
,"PC 39:3","PC 17:1_22:2","LMGP01011548; LMGP01012044"
,,"PC 17:2_22:1","LMGP01011577; LMGP01012014"
,,"PC 18:3_21:0","LMGP01011665; LMGP01011694;
LMGP01011965; LMGP01011966"
,,"PC 19:0_20:3","LMGP01011747; LMGP01011883"
,,"PC 19:1_20:2","LMGP01011777; LMGP01011853"
,"PC 40:10","PC 18:4_22:6","LMGP01011730; LMGP01012112"
,,"PC 20:5_20:5","LMGP01011949"
"PC ae C40:4","PC O-40:4","PC O-18:0_22:4","LMGP01020215"
,,"PC O-18:2_22:2","LMGP01030140; LMGP01090056;
LMGP01090057; LMGP01030148"
,,"PC O-20:0_20:4","LMGP01020238; LMGP01020248"
,,"PC O-20:1_20:3","LMGP01030096"
,"PC 39:4","PC 17:0_22:4","LMGP01011520; LMGP01012074"
,,"PC 17:2_22:2","LMGP01011578; LMGP01012045"
,,"PC 18:4_21:0","LMGP01011725; LMGP01011967"
,,"PC 19:0_20:4","LMGP01011748; LMGP01011913"
,,"PC 19:1_20:3","LMGP01011778; LMGP01011884"
"PC ae C40:5","PC O-40:5","PC O-18:0_22:5","LMGP01020107; LMGP01020109"
,,"PC O-18:1_22:4","LMGP01030073; LMGP01090058"
,,"PC O-20:0_20:5","LMGP01020239"
,,"PC O-20:1_20:4","LMGP01020274; LMGP01030097"
,"PC 39:5","PC 16:0_23:5","LMGP01010656"
,,"PC 17:0_22:5","LMGP01010719"
,,"PC 17:1_22:4","LMGP01011549; LMGP01012075"
,,"PC 19:0_20:5","LMGP01011749; LMGP01011942"
,,"PC 19:1_20:4","LMGP01011779; LMGP01011914"
"PC ae C40:6","PC O-40:6","PC O-18:0_22:6","LMGP01020110"
,,"PC O-18:2_22:4","LMGP01090059"
,,"PC O-20:1_20:5","LMGP01030098"
,"PC 39:6","PC 17:0_22:6","LMGP01010720; LMGP01012104"
,,"PC 17:2_22:4","LMGP01011579; LMGP01012076"
,,"PC 19:1_20:5","LMGP01011780; LMGP01011943"
"PC ae C42:0","PC O-42:0","PC O-20:0_22:0","LMGP01020125"
,"PC 41:0","PC 19:0_22:0","LMGP01011751; LMGP01011992"
,,"PC 20:0_21:0","LMGP01011801; LMGP01011970"
,,"PC 23:0_18:0","LMGP01011130"
,"PC 42:7","PC 20:1_22:6","LMGP01011834; LMGP01012116"
,,"PC 20:3_22:4","LMGP01011895; LMGP01012088"
,,"PC 20:5_22:2","LMGP01011953; LMGP01012059"
"PC ae C42:1","PC O-42:1","PC O-20:0_22:1","LMGP01020241"
,,"PC O-18:1_24:0","LMGP01020269"
,,"PC O-20:1_22:0","LMGP01030100; LMGP01020250"
,"PC 40:1","PC 19:0_22:1","LMGP01011752; LMGP01012021"
,,"PC 19:1_22:0","LMGP01011782; LMGP01011993"
,,"PC 20:1_21:0","LMGP01011829; LMGP01011971"
,"PC 42:8","PC 20:2_22:6","LMGP01011865; LMGP01012117"
,,"PC 20:4_22:4","LMGP01011924; LMGP01012089"
"PC ae C42:2","PC O-42:2","PC O-20:0_22:2","LMGP01020242"
,,"PC O-18:2_24:0","LMGP01020273; LMGP01030141;
LMGP01030149; LMGP01090060;
LMGP01090061"
,,"PC O-20:1_22:1","LMGP01030101"
,,"PC O-18:1_24:1","LMGP01030132; LMGP01090062"
,"PC 41:2","PC 19:0_22:2","LMGP01011753; LMGP01012052"
,,"PC 19:1_22:1","LMGP01011783; LMGP01012022"
,,"PC 20:2_21:0","LMGP01011860; LMGP01011972"
,"PC 42:9","PC 20:3_22:6","LMGP01011896; LMGP01012118"
,,"PC 20:5_22:4","LMGP01011954; LMGP01012090"
"PC ae C42:3","PC O-42:3","PC O-24:0_18:3","LMGP01020252; LMGP01020253"
,,"PC O-20:1_22:2","LMGP01030102"
,,"PC O-18:2_24:1","LMGP01030142; LMGP01030150;
LMGP01090063; LMGP01090064"
,"PC 41:3","PC 21:0_20:3","LMGP01011973; LMGP01011891"
,,"PC 19:1_22:2","LMGP01011784; LMGP01012053"
,,"PC 20:3_21:0","LMGP01011891; LMGP01011973"
,"PC 42:10","PC 20:5_22:5","LMGP01011058"
,,"PC 20:4_22:6","LMGP01011925; LMGP01012119"
"PC ae C42:4","PC O-42:4","PC O-20:0_22:4","LMGP01020243"
,"PC 41:4","PC 19:0_22:4","LMGP01011754; LMGP01012083"
,,"PC 20:4_21:0","LMGP01011920; LMGP01011974"
,"PC 42:11","PC 20:5_22:6","LMGP01011059; LMGP01012120"
"PC ae C42:5","PC O-42:5","PC O-20:1_22:4","LMGP01030103"
,"PC 41:5","PC 19:1_22:4","LMGP01011785; LMGP01012084"
,,"PC 20:5_21:0","LMGP01011950; LMGP01011975"
"PC ae C44:3","PC O-44:3","PC O-22:0_22:3","LMGP01020251"
,,"PC O-22:1_22:2","LMGP01020275"
,"PC 44:10","PC 22:4_22:6","LMGP01012096; LMGP01012125"
"PC ae C44:4","PC O-44:4","PC O-24:0_20:4","LMGP01020254"
,,"PC O-22:1_22:3","LMGP01020276"
,,"PC O-22:2_22:2","LMGP01020277"
,"PC 43:4","PC 21:0_22:4","LMGP01011979; LMGP01012091"
"PC ae C44:5","PC O-44:5","PC O-22:2_22:3","LMGP01020278"
,"PC 44:12","PC 22:6_22:6","LMGP01011119"
"PC ae C44:6","PC O-44:6","PC O-22:2_22:4",
,"PC 43:6","PC 21:0_22:6","LMGP01010004; LMGP01012121"
"lysoPC a C14:0","LPC 14:0","PC 14:0_0:0","LMGP01050012, LMGP01050073"
,"PC O-14:0","PC O-12:0_2:0","LMGP01020009"
,"LPC O-15:0","PC O-15:0_0:0","LMGP01060009"
,"LPC 16:0","PC 16:0_0:0","LMGP01050018; LMGP01050074"
"lysoPC a C16:0","PC O-16:0","PC O-14:0_2:0","LMGP01020019"
,"LPC O-17:0","PC O-17:0_0:0","LMGP01060013"
"lysoPC a C16:1","LPC 16:1","PC 16:1_0:0","LMGP01050021; LMGP01050022"
,"PC O-17:1","PC O-17:1_0:0","LMGP01070007"
"lysoPC a C17:0","LPC 17:0","PC 17:0_0:0","LMGP01050024"
,"PC O-17:0","PC O-1:0_16:0","LMGP01020004; LMGP01020028;
LMGP01080021"
,,"PC O-15:0_2:0","LMGP01020024"
,"LPC O-18:0","PC O-18:0_0:0","LMGP01060014"
,"PC 16:0","PC 14:0_2:0","LMGP01010504"
,,"PC 8:0_8:0","LMGP01011251"
"lysoPC a C18:0","LPC 18:0","PC 18:0_0:0","LMGP01050026; LMGP01050076"
,"PC O-18:0","PC O-16:0_2:0","LMGP01020046"
,"LPC O-19:0","PC O-19:0_0:0","LMGP01060017"
"lysoPC a C18:1","LPC 18:1","PC 18:1_0:0","LMGP01050029; LMGP01050030;
LMGP01050032; LMGP01050079;
LMGP01050082; LMGP01050138"
,"PC O-18:1","PC O-16:1_2:0","LMGP01020147; LMGP01030009"
"lysoPC a C18:2","LPC 18:2","PC 18:2_0:0","LMGP01050034; LMGP01050035"
,"PC O-19:2","PC O-19:2_0:0","LMGP01070010"
"lysoPC a C20:3","LPC 20:3","PC 20:3_0:0","LMGP01050133; LMGP01050139"
"lysoPC a C20:4","LPC 20:4","PC 20:4_0:0","LMGP01050048; LMGP01050121;
LMGP01050140"
"lysoPC a C24:0","LPC 24:0","PC 24:0_0:0","LMGP01050057"
"lysoPC a C26:0","LPC 26:0","PC  26:0_0:0",
,"PC 25:0","PC 12:0_13:0","LMGP01010001; LMGP01011338"
,,"PC 16:0_9:0","LMGP01010677"
"lysoPC a C26:1","LPC 26:1","PC  26:1_0:0",
,"PC 25:1","PC  16:1_9:0",
"lysoPC a C28:0","LPC 28:0","PC  28:0_0:0",
,"PC 27:0","PC 17:0_10:0","LMGP01010700"
,,"PC 8:0_19:0","LMGP01011244"
,,"PC 9:0_18:0","LMGP01011262"
,,"PC 12:0_15:0","LMGP01011317; LMGP01011409"
,,"PC 13:0_14:0","LMGP01011339; LMGP01011363"
,"PC O-28:0","PC O-16:0_12:0","LMGP01020176"
,"[13C] SM 31:0",,
"lysoPC a C28:1","LPC 28:1","PC  28:1_0:0",
,"PC 27:1","PC 12:0_15:1","LMGP01011318; LMGP01011431"
,,"PC 13:0_14:1","LMGP01011340; LMGP01011380"
,"PC O-28:1","PC O-16:1_12:0","LMGP01030019"
"SM C16:0","SM 34:1","SM d16:1/18:0","LMSP03010042"
,,"SM d17:1/17:0","LMSP03010043"
,,"SM d18:1/16:0","LMSP03010003"
"SM C16:1","SM 34:2","SM d16:1/18:1","LMSP03010040"
,,"SM d18:1/16:1","LMSP03010041"
,,"SM d18:2/16:0","LMSP03010090"
"SM C18:0","SM 36:1","SM d16:1/20:0","LMSP03010052"
,,"SM d18:0/18:1","LMSP03010031"
,,"SM d18:1/18:0","LMSP03010001"
,"[13C] PC 32:2",,
"SM C18:1","SM 36:2","SM d16:1/20:1","LMSP03010048"
,,"SM d18:0/18:2","LMSP03010049"
,,"SM d18:1/18:1","LMSP03010029"
,,"SM d18:2/18:0","LMSP03010050"
,,"SM d19:1/17:1","LMSP03010051"
"SM C20:2","SM 38:3","SM d18:1/20:2",
,,"SM d18:2/20:1","LMSP03010057"
"SM C22:3","SM 40:4","SM d18:1/22:3",
,,"SM d18:2/22:2",
"SM C24:0","SM 42:1","SM d18:0/24:1","LMSP03010023"
,,"SM d18:1/24:0","LMSP03010008"
,"[13C] PC 38:2",,
"SM C24:1","SM 42:2","SM d18:1/24:1","LMSP03010007"
,,"SM d18:2/24:0","LMSP03010081"
"SM C26:0","SM 44:1","SM d18:1/26:0","LMSP03010010"
,,"SM d18:0/26:1","LMSP03010025"
,,"SM d20:0/24:1","LMSP03010088"
"SM C26:1","SM 44:2","SM d18:1/26:1","LMSP03010009"
"SM (OH) C14:1","SM OH-32:2","SM d18:1/HO-14:1",
,"SM 33:1","SM d16:1/17:0","LMSP03010037"
,,"SM d18:1/15:0","LMSP03010038"
"SM (OH) C16:1","SM OH-34:2","SM d18:1/HO-16:1",
,"SM 35:1","SM d18:1/17:0","LMSP03010044"
,,"SM d19:1/16:0","LMSP03010045"
,"SM OH-40:2","SM d18:1/HO-22:1",
"SM (OH) C22:1","SM 41:1","SM d16:1/25:0","LMSP03010076"
,,"SM d17:1/24:0","LMSP03010077"
,,"SM d18:1/23:0","LMSP03010078"
,"[13C] PC 37:2",,
"SM (OH) C22:2","SM OH-40:3","SM  d18:1/HO-22:2",
,"SM 41:2","SM d17:1/24:1","LMSP03010074"
,,"SM d18:2/23:0","LMSP03010075"
"SM (OH) C24:1","SM OH-42:2","SM  d18:1/HO-24:1",
,"SM 43:1","SM d18:1/25:0","LMSP03010027"
,,"SM d19:0/24:1","LMSP03010085"
,,"SM d19:1/24:0","LMSP03010086"
,,"SM d20:1/23:0","LMSP03010087"
,"[13C] PC 39:2",,
